tag_code,date,city_location,state_province,zip_pc,country,first_name,notes
AGEP472,2022-09-08T00:00:00Z,Mentor,OH,,USA,Elsie,Found at Headlans State Park
AGET310,2022-09-10T00:00:00Z,Middleburg Heights,OH,,USA,Justin,NA
AGET333,2022-09-03T00:00:00Z,Akron,OH,,USA,Sharon,NA
AGET339,2022-09-10T00:00:00Z,Fairlawn,OH,,USA,Mark,NA
AGEU788,2022-09-14T00:00:00Z,Cleveland,OH,,USA,Candy,"A woman named Denise Hofelich photographed it in a roost at Wendy Park on the shore of Lake Erie and reported it on the Cleveland Metroparks Facebook page. I am hoping it was not tagged locally, and came from Canada across Lake Erie."
AGEU824,2022-09-15T00:00:00Z,Cleveland,OH,,USA,Isabel,Monarch photographed roosting in a tree at Wendy Park on the southern shore of Lake Erie.
AGEU929,2022-10-23T00:00:00Z,Logan,OH,,USA,dustin,NA
AGEW926,2022-09-20T00:00:00Z,Williamstown,KY,,USA,Beth,Enjoying the flowers at the Ark Encounter
AGEX815,2022-09-19T00:00:00Z,Cincinnati,OH,,USA,Debbie,"It was a nice specimen found in Ault Park, Cincinnati."
AGEY605,2022-11-10T00:00:00Z,Decherd,TN,,USA,Haley,I was taking my dog outside and the monarch was on my mum flowers on the porch.
AGGB696,2022-09-07T00:00:00Z,Lasalle,QC,,CAN,Dominika,The Monarch was flying above my flowers in my garden!
AGGC835,2022-10-10T00:00:00Z,Point Clear,AL,,USA,Brian,"The Grand hotel, Point Clear, Alabama. With hundreds of other migrants. Caught it while tagging other monarchs."
AGGE976,2022-09-20T00:00:00Z,Waterloo,ON,,CAN,Denise,This beautiful butterfly came to feast on my butterfly bush.
AGGG325,2022-08-27T00:00:00Z,pensacola,FL,,USA,jack,on a milkweed
AGGG325,2022-09-08T00:00:00Z,Bondurant,IA,,USA,Shannon,NA
AGGG487,2022-08-14T00:00:00Z,Amesbury,MA,,USA,Lucy,"In my garden, on a Butterfly Bush"
AGGG525,2022-08-21T00:00:00Z,Old Saybrook,CT,,USA,Heather,It was on our butterfly bush!
AGGG525,2022-08-26T00:00:00Z,Medford,NY,,USA,Ashley,In our yard on a torch/Mexican sunflower
AGGG595,2022-09-05T00:00:00Z,Shelter Island,NY,,USA,Juliette,Found underneath a butterfly bush next to front porch.
AGGG668,2022-09-15T00:00:00Z,Kennebunkport,ME,,USA,Denise,On a butterfly bush in my garden -semi- rural area.
AGGG686,2022-09-28T00:00:00Z,York Harbor,ME,,USA,Molly,NA
AGGG687,2022-09-28T00:00:00Z,York,ME,,USA,Molly,We found this monarch on a property in York Harbor among 7 other monarchs (no tags) it was on a butterfly bush.
AGGH207,2022-09-02T00:00:00Z,Bethel,ME,,USA,NA,NA
AGGJ153,2022-09-11T00:00:00Z,Naushon Island,MA,,USA,Alice,NA
AGGJ907,2022-09-18T00:00:00Z,Edina,MN,,USA,Spencer,5609 Hillside Ct on zinnias
AGGL058,2022-09-10T00:00:00Z,Chaska,MN,,USA,Cara,NA
AGGL199,2022-08-27T00:00:00Z,Maple Grove,MN,,USA,Monica,NA
AGGL538,2022-08-14T00:00:00Z,Victoria,MN,,USA,Angela,In our garden
AGGL565,2022-09-01T00:00:00Z,CHASKA,MN,,USA,Josh,NA
AGGL580,2022-08-23T00:00:00Z,Victoria,MN,,USA,Francie,Central Minnesota in my yard on Blazing Star
AGGL580,2022-08-23T00:00:00Z,VICTORIA,MN,,USA,FRANCIE,NA
AGGL584,2022-08-24T00:00:00Z,Victoria,MN,,USA,Francie,NA
AGGL584,2022-08-24T00:00:00Z,VICTORIA,MN,,USA,FRANCIE,NA
AGGL595,2022-08-29T00:00:00Z,VICTORIA,MN,,USA,FRANCIE,NA
AGGL601,2022-08-31T00:00:00Z,Chaska,MN,,USA,FRANCIE,NA
AGGL614,2022-09-05T00:00:00Z,VICTORIA,MN,,USA,FRANCIE,NA
AGGL615,2022-09-05T00:00:00Z,Victoria,MN,,USA,FRANCIE,NA
AGGL620,2022-09-05T00:00:00Z,Victoria,MN,,USA,FRANCIE,I have seen seven tagged Monarchs since August 23. Today I seen three in one afternoon
AGGL623,2022-09-05T00:00:00Z,Victoria,MN,,USA,FRANCIE,NA
AGGN378,2022-08-26T00:00:00Z,Lewes,DE,,USA,Ginger,NA
AGGN425,2022-09-13T00:00:00Z,Lewes,DE,,USA,Laura,It was enjoying Joe Pye weed and agastache at our nursery.
AGGP602,2022-08-23T00:00:00Z,Laurel,MD,,USA,Kate,At the National Wildlife Visitor Center in Patuxent Research Refuge
AGGP618,2022-08-28T00:00:00Z,Laurel,MD,,USA,John,"Seen at Patuxent Research Refuge, near the visitor center."
AGGP619,2022-09-04T00:00:00Z,Laurel,MD,,USA,William,Right Side of the Patuxent Wildlife Preserve Parking Lot
AGGP625,2022-08-23T00:00:00Z,Beltsville,MD,,USA,kevin,was photographed at Patuxent NWR south tract flew away on its journey
AGGP672,2022-08-24T00:00:00Z,Silver Spring,MD,,USA,Kathleen,Perfect condition. Found on pokeweed. I have milkweed in my yard
AGGP679,2022-09-04T00:00:00Z,Arlington,VA,,USA,MAILAN,She was hanging around enjoying our butterfly bush
AGGP679,2022-09-05T00:00:00Z,Arlington,VA,,USA,Tara,NA
AGGP750,2022-08-25T00:00:00Z,Washington,DC,,USA,Elizabeth,Found in garden falling over at night. By morning it was dead.
AGGS853,2022-09-26T00:00:00Z,Ashland City,TN,,USA,James,NA
AGGT191,2022-09-13T00:00:00Z,Baltimore,MD,,USA,Scott,NA
AGGT381,2022-09-22T00:00:00Z,Sykesville,MD,,USA,Kathleen,NA
AGGU001,2022-08-21T00:00:00Z,Towson,MD,,USA,Jen,Cromwell Valley Park
AGGW327,2022-08-25T00:00:00Z,Johnstown,PA,,USA,Kara,It was found on a wall outside my garage
AGGX231,2022-10-07T00:00:00Z,Fredericksburg,VA,,USA,Catherine,"It was enjoying my zinnias. I took many pics of it. Wings were beautiful! She didn't like me getting too close, and most monarchs don't mind!"
AGGX421,2022-09-15T00:00:00Z,Salisbury,MD,,USA,Annetta,"She was feeding in my front yard, on a flowering bush."
AGGX797,2022-09-26T00:00:00Z,West Springfield,VA,,USA,Jose,Dead on the backyard.
AGGX806,2022-10-06T00:00:00Z,Springfield,VA,,USA,Bill,Feeding on a flowering plant in my front yard.
AGGY387,2022-12-12T00:00:00Z,LAKE WALES,FL,,USA,BRAD,I photographed this one at Bok Tower Gardens 12/12/2022.
AGGY388,2023-01-18T00:00:00Z,Lake Wales,FL,,USA,Donny,Bok Tower Gardens
AGGY390,2022-12-11T00:00:00Z,Lale Whales,FL,,USA,Maria,Bok tower
AGGY396,2022-12-10T00:00:00Z,Lake Wales,FL,,USA,Kenneth,I took a picture and noticed the tag I was at bok tower lake wales Florida
AGGY396,2022-12-14T00:00:00Z,Lake Wales,FL,,USA,Alexander,Found it at bok tower garden
AGGZ274,2022-10-16T00:00:00Z,Cape Charles,VA,,USA,Nicole,In the butterfly gardens at Kiptopeke state park
AGGZ299,2022-10-16T00:00:00Z,Cape Charles,VA,,USA,Amy,The beach at Kiptopeke State Park
AGGZ620,2022-10-14T00:00:00Z,Richmond,VA,,USA,Andrew,Found at Agecroft Hall & Gardens
AGGZ886,2022-11-02T00:00:00Z,Chesapeake,VA,,USA,Jonathan,On milkweed backyard/picture taken on basketball net
AGGZ909,2022-09-05T00:00:00Z,Chesapeake,VA,,USA,Eddie,Under the Butterfly BUsh
AGHA075,2022-08-26T00:00:00Z,Virginia Beach,VA,,USA,Donna,Foraging for nectar on zinnias
AGHA080,2022-09-02T00:00:00Z,Virginia Beach,VA,,USA,Desmond,"slight movement of antennae, legs curled Upside down in driveway. No damage visible"
AGHA081,2022-08-31T00:00:00Z,Virginia Beach,VA,,USA,Donna,Feeding on the zinnias in my front yard garden with other butterflies
AGHA136,2022-09-17T00:00:00Z,Virginia Beach,VA,,USA,Ross,Found in front yard. Based on state of the body (head and most of thorax missing) it has been deceased for several days or more.
AGHA433,2022-10-24T00:00:00Z,Norfolk,VA,,USA,Kirsty,NA
AGHA927,2022-11-06T00:00:00Z,NORFOLK,VA,,USA,Pat,Feeding on Mexican sunflowers in our garden
AGHB032,2022-09-07T00:00:00Z,Norfolk,VA,,USA,Stephanie,"Found dead at 1229 Manchester Ave, Norfolk VA 23508"
AGHB341,2022-08-31T00:00:00Z,Newport News,VA,,USA,James,It was seen In my flowers
AGHB351,2022-09-23T00:00:00Z,Newport News,VA,,USA,Allan,mate guarding with considerable wing damage (see photo) on the ground at the base of a clump of asclepius curavassica. The attached female was in good shape. no wing damage.
AGHC130,2022-09-10T00:00:00Z,Fort mill,SC,,USA,Rachel,NA
AGHG174,2022-09-14T00:00:00Z,Goshen,IN,,USA,Tracie,NA
AGHI051,2022-09-24T00:00:00Z,Ottumwa,IA,,USA,Kyle,In pollinator flowers planted this spring
AGHJ983,2022-09-10T00:00:00Z,Ames,IA,,USA,Estrella,NA
AGHM248,2022-09-19T00:00:00Z,Kuehn Conservation Area,IA,,USA,Brad,NA
AGHN165,2022-09-17T00:00:00Z,Iowa Falls,IA,,USA,Danielle,My brother in law had her in his yard but didn't know how to report!
AGHR500,2022-09-19T00:00:00Z,Hartley,IA,,USA,Sandra,back yard flower garden
AGHT852,2022-08-27T00:00:00Z,Cedar Rapids,IA,,USA,Troy,I found this butterfly on a flower in my backyard.
AGHU027,2022-10-07T00:00:00Z,Abilene,TX,,USA,Mia,I found it at my school
AGHU580,2022-09-29T00:00:00Z,Mediapolis,IA,,USA,Wally,Outside Mediapolis Community School
AGHU881,2022-08-19T00:00:00Z,Kalona,IA,,USA,Josh,NA
AGHW526,2022-08-24T00:00:00Z,Davenport,IA,,USA,Caroline,In my perennial flower and zinnia garden in my yard
AGHW532,2022-09-01T00:00:00Z,Davenport,IA,,USA,Caroline21,NA
AGHW966,2022-10-08T00:00:00Z,Farmers branch,TX,,USA,Kensley,Found in a community garden with hundreds of other monarchs. Their flower of choice Greg mist! Happy and healthy!
AGHY515,2022-09-19T00:00:00Z,Arlington Hts.,IL,,USA,Peter,"Very lucky to have spotted this one in my backyard, the sun was glistening off the tag. Thought it maybe one that I had tagged days ago, I have been tagging only 25 a year for the past 3-4 years. Very lucky to net this one and report it, always wanted to catch a tagged monarch."
AGHY573,2022-09-05T00:00:00Z,Crystal Lake,IL,,USA,KELLY,NA
AGHZ102,2022-09-09T00:00:00Z,Palatine,IL,,USA,Ellie,NA
AGHZ816,2022-09-07T00:00:00Z,Glen Ellyn Park District,IL,,USA,Stephen,Found in Ackerman Woods wetland.
AGIS876,2022-09-26T00:00:00Z,Huntington,WV,,USA,Sam,The monarch was on our butterfly bush.
AGIZ295,2022-11-04T00:00:00Z,Norfolk,VA,,USA,Mark,Found on the beach in Ocean View area of Norfolk Va
AGJA690,2022-09-05T00:00:00Z,Carroll,IA,,USA,NA,NA
AGJC030,2022-09-18T00:00:00Z,Lisle,IL,,USA,Marianne,NA
AGJC304,2022-09-29T00:00:00Z,Albertville,AL,,USA,Tanna,NA
AGJC404,2022-08-19T00:00:00Z,Chicago,IL,,USA,Jessica,Found in a community garden in Hyde Park
AGJE042,2022-10-06T00:00:00Z,Missouri City,TX,,USA,Nathaniel,We found the male butterfly in our backyard. When we found it we saw that it had a battered wing.
AGJH905,2022-08-30T00:00:00Z,Springfield,IL,,USA,KAREN,NA
AGJJ295,2022-09-15T00:00:00Z,Omaha,NE,,USA,Jeremy,Henry Doorly Zoo
AGJJ313,2022-09-15T00:00:00Z,Omaha,NE,,USA,Linda,Monarch was found at the Omaha NE Zoo
AGJL304,2022-10-05T00:00:00Z,Norfolk,NE,,USA,Connie,It was found near the base of a marigold flower that was in a flower bed.
AGJL775,2022-09-21T00:00:00Z,Colleyville,TX,,USA,Keith,NA
AGJL778,2022-09-24T00:00:00Z,Southlake,TX,,USA,Leigh,It was dead in a pollinator garden at Bob Jones Nature Center in Southlake Tx
AGJL784,2022-09-22T00:00:00Z,Grapevine,TX,,USA,Rachael,"My cat brought it into my apartment in Grapevine, TX"
AGJM043,2022-10-10T00:00:00Z,Macomb,MI,,USA,Tiffany,Wiegand Nursery… saw another tagged one too but couldn’t get the number
AGJM468,2022-08-27T00:00:00Z,Rochester,MI,,USA,Elizabeth,eating zinnias in my front yard
AGJN464,2022-09-19T00:00:00Z,Mason city,IA,,USA,NA,NA
AGJR071,2022-09-07T00:00:00Z,Oconomowoc,WI,,USA,Nick,NA
AGJR569,2022-09-29T00:00:00Z,Melrose Park,IL,,USA,Cheryl,Our monarch was found lying in the grass outside of Mannheim Middle School.
AGJS502,2022-08-28T00:00:00Z,Madison,WI,,USA,Judy,At UW Arboretum feeding on Joe Pye Weed
AGJT837,2022-09-18T00:00:00Z,Madison,WI,,USA,Megan,"On our patch of Tithonia, Mexican sunflower"
AGJX420,2022-09-26T00:00:00Z,Norman,OK,,USA,Clellie,It was found dead beside the walking path around our small lake
AGJY033,2022-09-01T00:00:00Z,Winnipeg,MB,,CAN,LORI,NA
AGJY131,2022-10-04T00:00:00Z,Biddeford,ME,,USA,Ashley,"I saved him out of my pool, he was floating-he’s now safe drying his wings"
AGJY905,2022-08-28T00:00:00Z,St. Clair shores,MI,,USA,Paul,Front bushes of our house
AGJY938,2022-09-02T00:00:00Z,Saint Clair shores,MI,,USA,Jonessa,In our flower garden
AGJY938,2022-09-02T00:00:00Z,Saint Clair Shores,MI,,USA,JONESSA,NA
AGJZ943,2022-08-26T00:00:00Z,Manistee,MI,,USA,Kelley,Orchard Beach State Park Campground.
AGLA056,2022-09-06T00:00:00Z,Wilmette,IL,,USA,Kim,We have a monarch garden at our school
AGLA584,2022-09-19T00:00:00Z,Mequon,WI,,USA,Ben,NA
AGLA884,2022-10-17T00:00:00Z,Crystal lake,IL,,USA,William,The cold weather grounded this one.Its alive but can't move well due to the temperature.
AGLG149,2022-09-05T00:00:00Z,Boscobel,WI,,USA,Kay,It was on my zinnias in my yard
AGLH673,2022-10-16T00:00:00Z,Rock Hill,NC,,USA,Michael,Fountain Park
AGLI305,2022-09-01T00:00:00Z,Natick,MA,,USA,Stephanie,Bacon Street Natick Ma
AGLJ104,2022-08-27T00:00:00Z,Worcester,MA,,USA,Yojaira,NA
AGLJ470,2022-08-28T00:00:00Z,Glen Cove,NY,,USA,Wayne,"We spotted it on our Butterfly bush in our garden here in Glen Cove, NY (Long Island)"
AGLJ853,2022-08-24T00:00:00Z,Sandwich,MA,,USA,IRIS,NA
AGLJ855,2022-08-26T00:00:00Z,East Falmouth,MA,,USA,Sara,"Backyard of address listed above, loving the butterfly bush that we have, looked very healthy and relatively young"
AGLL050,2022-08-31T00:00:00Z,West Yarmouth,MA,,USA,Jennifer,"It was found in my moms backyard, dead on the ground"
AGLN083,2022-08-28T00:00:00Z,waterford,CT,,USA,Karen,NA
AGLN514,2022-09-26T00:00:00Z,Madison,CT,,USA,Susan,Seen at Hammonasset Beach Staye Park butterfly garden on butterfly bush
AGLN522,2022-10-07T00:00:00Z,Madison,CT,,USA,Megan,Butterfly garden at Hammonasset
AGLN537,2022-10-12T00:00:00Z,Madison,CT,,USA,Sandy,Butterfly garden at Hammonasset State Park Madison CT
AGLN558,2022-09-27T00:00:00Z,Madison,CT,,USA,Lisa,Hammonasset Beach State Park by Willard's Island
AGLN827,2022-08-20T00:00:00Z,Wallingford,CT,,USA,Susan,Feeding on Lantana on Tammy Hill Rd
AGLN961,2022-09-11T00:00:00Z,Guilford,CT,,USA,Tony,"I only photographed this butterfly. He is alive and well, perhaps on his way home."
AGLN985,2022-09-12T00:00:00Z,Madison,CT,,USA,Matthew,Butterfly bush
AGLP028,2022-10-02T00:00:00Z,Madison,CT,,USA,NA,NA
AGLP526,2022-08-27T00:00:00Z,Mahopac,NY,,USA,Debra,NA
AGLR002,2022-08-21T00:00:00Z,North Haledon,NJ,,USA,Jon,On the ground
AGLR304,2022-09-12T00:00:00Z,Pompton Lakes,NJ,,USA,Michele,In backyard pollinator garden
AGLR404,2022-09-25T00:00:00Z,Bernardsville,NJ,,USA,Sera,I found it in the gutter while walking. See
AGLS110,2022-08-26T00:00:00Z,Manasquan,NJ,,USA,Gretchen,In my yard…actually flew into my back …
AGLS508,2022-09-15T00:00:00Z,Rockaway,NY,,USA,George,NA
AGLU232,2022-09-14T00:00:00Z,Jamesport,NY,,USA,Ashley,Garden center
AGLU401,2022-08-22T00:00:00Z,Halfmoon,NY,,USA,Hailey,In my garden bed
AGLU406,2022-08-22T00:00:00Z,Halfmoon,NY,,USA,Hailey,In my garden bed while setting up for a event
AGLW437,2022-09-24T00:00:00Z,Medford,NJ,,USA,Michelle,This butterfly was actively flying around our garden and sampling our zinnias.
AGLW765,2022-10-26T00:00:00Z,South Dartmouth,MA,,USA,Raechel,"I work at Russell’s Mills Flower Company and see monarch butterflies every day, this is the first I’ve seen a tagged one, This one was found in the dahlia flowers."
AGLX714,2022-09-10T00:00:00Z,Sandusky,OH,,USA,Mike,Caught feeding on Bonset flowers at Eagle Point MetroPark in Erie County
AGLXC33,2022-08-28T00:00:00Z,Tupper Lake,NY,,USA,Suzan,the WILD Center
AGLY203,2022-09-09T00:00:00Z,STERLING,NY,,USA,JIM,"Butterfly was feeding on goldenrod at the Sterling Nature Center, Sterling NY, northern Cayuga County on the shore of Lake Ontario."
AGLZ841,2022-08-21T00:00:00Z,Pittsburgh,PA,,USA,Susan,The monarch was drinking nectar from Zinnias in my garden
AGLZ871,2022-08-24T00:00:00Z,Pittsburgh,PA,,USA,Bernie,in Morningside. Found it at the base of a utility pole around 7am.
AGMA486,2022-08-27T00:00:00Z,Erie,PA,,USA,Joseph,Was with a group of four others on our liatris.
AGMB846,2022-09-04T00:00:00Z,Millersville,PA,,USA,Melissa,Landed on pool cover for a drink in back yard
AGMC529,2022-10-12T00:00:00Z,Jacksonville,FL,,USA,Corey,was resting on a fig tree
AGMC645,2022-10-15T00:00:00Z,Cape Charles,VA,,USA,Andrew,"Found here 37.16837° N, 75.98226° W"
AGMC653,2022-10-09T00:00:00Z,Cape May,NJ,,USA,Heather,We caught it with a net as it flew by
AGMC656,2022-10-09T00:00:00Z,Cape May,NJ,,USA,Heather,We caught it in the air with a net as it flew by.
AGMC738,2022-10-20T00:00:00Z,CAPE MAY POINT,NJ,,USA,greg,on butterfly bush
AGME651,2022-10-06T00:00:00Z,Maumee,OH,,USA,Anna,no tagging site
AGMH371,2022-10-23T00:00:00Z,Tybee Island,GA,,USA,Laura,It was feeding on yellow flowers on a hiking trail by Fort Pulaski. Right wing was damaged but flying fine from flower to flower.
AGMJ040,2022-09-08T00:00:00Z,Downingtown,PA,,USA,Rachael,NA
AGMJ096,2022-09-20T00:00:00Z,Coatesville,PA,,USA,Brianna,It was on some flowers
AGML006,2022-09-01T00:00:00Z,Kutztown,PA,,USA,Emily,Found on campus at Kutztown University of Pennsylvania on a pine tree near a wildflower garden/storm water basin
AGMM506,2022-11-05T00:00:00Z,Live Oak,FL,,USA,Theron,Monarch was feeding on our milkweed plants. There are also two monarch caterpillars on the same plant.
AGMN206,2022-09-27T00:00:00Z,Churchton,MD,,USA,Sue,Found on tropical milkweed by neighbor. Quite but morning is chilly
AGMP798,2022-09-22T00:00:00Z,Harrisonburg,VA,,USA,Emily,Right outside my house
AGMR095,2022-09-12T00:00:00Z,Virginia Beach,VA,,USA,Kelly,In my garden nectaring on Ironweed
AGMR383,2022-09-12T00:00:00Z,High point,NC,,USA,Emily,NA
AGMR527,2022-09-16T00:00:00Z,Virginia Beach,VA,,USA,Galina,"At the garden, feeding on a Zinnia flower"
AGMR536,2022-09-10T00:00:00Z,Virginia Beach,VA,,USA,Reese,On Lantana
AGMR543,2022-09-12T00:00:00Z,Virginia Beach,VA,,USA,Reese,"Va Beach, VA 23452 Saw AGMR 536 same place on 9/10/22"
AGMR754,2022-09-18T00:00:00Z,Suffolk,VA,,USA,Patricia,Found screened back porch
AGMR764,2022-09-17T00:00:00Z,Norfolk,VA,,USA,Deb,"It was at the Norfolk Botanical Gardens, near but outside the Butterfly House on purple coneflowers."
AGMR764,2022-09-17T00:00:00Z,Norfolk,VA,,USA,Isaiah,Found at Norfolk Botanical Gardens feeding on purple coneflower
AGMR800,2022-10-31T00:00:00Z,St. Augustine,FL,,USA,Christine,Found in my yard on Anastasia Island with Seaside Goldenrod in full bloom.
AGMS230,2022-08-24T00:00:00Z,Norfolk,VA,,USA,Rachel,In my front yard on my zinnias
AGMS302,2022-09-16T00:00:00Z,Yorktown,VA,,USA,Patricia,Butterfly had bright colors / no tears
AGMS753,2022-08-18T00:00:00Z,Lewisburg,WV,,USA,Sarah,Happily sipping nectar from phlox. Butterfly in great shape.
AGMT606,2022-09-25T00:00:00Z,Delaware,OH,,USA,STEFFANIE,Seen at Deer Haven Park
AGMW206,2022-09-27T00:00:00Z,Toledo,OH,,USA,Brad,Wildwood Metropark
AGMW344,2022-09-21T00:00:00Z,Temperance,MI,,USA,Lori,Front Yard
AGMW703,2022-09-13T00:00:00Z,Cleveland,OH,,USA,Anthony,Photographed in large clumps at Wendy Park along the shore of Lake Erie.
AGMX431,2022-09-11T00:00:00Z,Cleveland,OH,,USA,Mark,NA
AGMX736,2022-08-31T00:00:00Z,North Royalton,OH,,USA,JOSH,have tons of these flying around my garden with tons of babies flying around.. idk anything about butterflies but 4-5 monarchs always hang around my garden by the roses and zezimas I think they're called
AGMX758,2022-08-30T00:00:00Z,Shaker Heights,OH,,USA,NA,NA
AGMX837,2022-09-06T00:00:00Z,Shaker Heights,OH,,USA,NA,Sitting on my magnolia tree in the front yard on a rainy day
AGMX858,2022-09-03T00:00:00Z,University Heights,OH,,USA,Chris,Flirting with purple verbena
AGMX889,2022-09-21T00:00:00Z,Decatur,IN,,USA,Abigail,NA
AGMY504,2022-08-25T00:00:00Z,Akron,OH,,USA,Julie,He was on a flower in the Stan Hywet gardens.
AGMY766,2022-09-15T00:00:00Z,Medina,OH,,USA,Beverly,NA
AGMY828,2022-08-29T00:00:00Z,Tallmadge,OH,,USA,Ashleigh,NA
AGNA053,2022-08-27T00:00:00Z,Milford,OH,,USA,Shannon,In my backyard. I think it’s a male but not sure.
AGNA454,2022-09-26T00:00:00Z,Norris,TN,,USA,Monika,The monarch was on a butterfly bush at the Museum of Appalachia around 11:30 am. There was another butterfly on the bush (it was very raggedy).. I check out the bush every Monday when my husband plays music in a dulcimer band at the Museum. This was the first monarch I saw there this year. The last two years there only been a few. I did not see the tag until I downloaded my photo and enlarged it on my computer screen as part of a slideshow..
AGNA903,2022-09-17T00:00:00Z,Sidney,OH,,USA,Laura,On my butterfly bush in my back yard
AGNB952,2022-09-03T00:00:00Z,Westville,IN,,USA,NA,NA
AGNC018,2022-08-29T00:00:00Z,Elkhart,IN,,USA,Laura,I love when the butterflies are on my butterfly bush they are just amazing to watch
AGNC201,2022-09-09T00:00:00Z,Akron,IN,,USA,Ariel,"Found in town, in backyard with kids toys"
AGNE335,2022-09-11T00:00:00Z,Ames,IA,,USA,Teresa,NA
AGNH138,2022-10-03T00:00:00Z,Hamlin,TX,,USA,Steve,"my front yard, ants had it."
AGNX437,2022-09-13T00:00:00Z,Cleveland,OH,,USA,Roger,In a clump of 25 on the shores of Lake Erie
AGNZ701,2022-09-23T00:00:00Z,cary,IL,,USA,Michelle,wooded area in a neighborhood off of Cary Algonquin Road
AGPA241,2022-09-13T00:00:00Z,Grayslake,IL,,USA,Vicki,It was sitting on some flowers in my garden
AGPA478,2022-09-28T00:00:00Z,Mount Prospect,IL,,USA,Kate,She looked great! We saw her near our library.
AGPB201,2022-09-08T00:00:00Z,Glen Ellyn,IL,,USA,Matthew,"The monarch was fluttering between zinnia flowers, swamp milkweed, and some shrubs."
AGPC096,2022-09-01T00:00:00Z,Glen Ellyn,IL,,USA,Katherine,"Found two days in a row, same location on zinnia flowers"
AGPC217,2022-09-15T00:00:00Z,Orland Park,IL,,USA,Janis,He was a lively male. Drinking nectar from my Tithonia plant in my yard.
AGPC404,2022-08-31T00:00:00Z,Blue Island,IL,,USA,Sandy,Nectaring on a butterfly bush
AGPC465,2022-09-19T00:00:00Z,Omaha,NE,,USA,Jim,Lauritzen Gardens
AGPG101,2022-09-17T00:00:00Z,Springfield,IL,,USA,Marilyn,NA
AGPG746,2022-09-11T00:00:00Z,Omaha,NE,,USA,Kylee,At Heron Haven nature preserve
AGPG746,2022-09-14T00:00:00Z,Omaha,NE,,USA,Emil,NA
AGPG754,2022-08-25T00:00:00Z,lincoln UNL campus,NE,,USA,Melissa,"Feeding on Asclepias incarnata, with a non tagged monarch friend in the Backyard farmer garden on UNL east campus."
AGPG761,2022-09-15T00:00:00Z,Lincoln,NE,,USA,Cody,Captured while tagging others at NE Game and Parks Headquarters. Still looked good. OE sample taken.
AGPG826,2022-09-15T00:00:00Z,Omaha,NE,,USA,Carol,NA
AGPH053,2022-09-25T00:00:00Z,Keller,TX,,USA,Amy,"In garage , moved to back yard"
AGPH255,2022-09-20T00:00:00Z,Blair,NE,,USA,Todd,"Along a creek in Blair, Nebraska"
AGPH255,2022-10-11T00:00:00Z,blair,NE,,USA,Gabriel,NA
AGPH255,2022-10-12T00:00:00Z,BLAIR,NE,,USA,LISA,AT SCHOOL
AGPH255,2022-11-02T00:00:00Z,Blair,NE,,USA,Bethany,Found in a school butterfly/nature garden
AGPH475,2022-09-07T00:00:00Z,Clemson,SC,,USA,Kenneth,Found at SC Botanical Gardens
AGPH476,2022-09-06T00:00:00Z,Clemson,SC,,USA,Imtiaz,"Found in the South Carolina Botanical Gardens, Clemson, SC. Butterfly was on Ironweed plant along with a number of other untagged Monarchs."
AGPN340,2022-08-24T00:00:00Z,Sagamore Hills,OH,,USA,Suzanne,On my butterfly bush
AGPN906,2022-09-14T00:00:00Z,Garfield Heights,OH,,USA,Lori,In our backyard on ironweed
AGPP117,2022-09-22T00:00:00Z,Washington Township,OH,,USA,Kathern,We have a bunch of zinnias and milkweed in our backyard and front for the monarchs. This one was on a zinnia.
AGPP578,2022-09-18T00:00:00Z,Ann Arbor,MI,,USA,Heidi,NA
AGPR201,2022-09-16T00:00:00Z,Ames,IA,,USA,Linda,NA
AGPT878,2022-08-25T00:00:00Z,Bloomington,MN,,USA,Pat,"It was at the Minnesota Valley Wildlife Refuge in Bloomington, MN. I think it's a female, not sure."
AGPT929,2022-08-23T00:00:00Z,Bloomington,MN,,USA,Kim,"It was at the MN Valley Wildlife Refuge in Bloomington, MN. Looked in great shape! It was one of hundreds of monarchs that day!"
AGPU333,2022-09-16T00:00:00Z,Lombard,IL,,USA,Craig,It was sitting on my driveway this morning. I took a couple of pictures. It was gone when I came out later.
AGPW729,2022-11-02T00:00:00Z,Jupiter,FL,,USA,Karen,NA
AGPY040,2022-10-23T00:00:00Z,Kingsland,TX,,USA,Sherry,Found deceased on the ground near Lake LBJ in Kingsland TX after a storm
AGRB196,2022-09-17T00:00:00Z,CAYCE,SC,,USA,SKIP,NA
AGRB362,2022-09-21T00:00:00Z,new Bern,NC,,USA,Candice,NA
AGRE007,2022-10-18T00:00:00Z,Folly Beach,SC,,USA,Justin,Found on beach. Looked like right wing was broken/folded in half. Was alive when found
AGRG004,2022-10-04T00:00:00Z,Laramie,WV,,USA,Alexis,Found on the University of Wyoming campus
AGRG004,2022-10-05T00:00:00Z,Laramie,WV,,USA,Rob,"Found at the University of Wyoming near the Barry conservation center (the form does not have an option for WY as a state). There were about four others with her, but I only had a photo of her tag. All were grazing on Cirsium thistles."
AGRH654,2022-10-10T00:00:00Z,Winterville,GA,,USA,James,I believe the specimen was a male. Feeding on Butterfly Bush blossoms.
AGRL477,2022-08-31T00:00:00Z,Louisville,KY,,USA,William,Moving about in my back yard. I photographed it
