tag_code,date,city_location,state_province,zip_pc,country,first_name,notes
AGXX645,2022-09-30T00:00:00Z,Tulsa,OK,,USA,Agatha,NA
AGXX864,2022-10-09T00:00:00Z,Fredericksburg,TX,,USA,Genevieve,NA
AGXX893,2022-10-09T00:00:00Z,Fredericksburg,TX,,USA,Shelby,Butterfly garden at Wild Seed farms
AGXX905,2022-10-12T00:00:00Z,Fredericksburg,TX,,USA,Becky,At wildflower seed farms.
AGXX924,2022-10-09T00:00:00Z,Fredericksburg,TX,,USA,Shelby,Butterfly garden at Wild Seed Farms
AGXX941,2022-10-08T00:00:00Z,Fredericksburg,TX,,USA,Becky,"At Wildseed Farm, feeding and flying the zinnia flower field."
AGXX949,2022-10-08T00:00:00Z,Fredericksburg,TX,,USA,Valerie,NA
AGXX957,2022-10-08T00:00:00Z,Fredericksburg,TX,,USA,Becky,"At Wildseed Farm, feeding and flying the zinnia flower field."
AGXX960,2022-10-08T00:00:00Z,Fredericksburg,TX,,USA,Becky,"At Wildseed Farm, feeding and flying the zinnia flower field."
AGXX965,2022-10-14T00:00:00Z,Fredericksburg,TX,,USA,Aaron,"Wildseed Farms, 100 Legacy Dr. Fredericksburg,TX 78624"
AGXX965,2022-10-15T00:00:00Z,Fredericksburg,TX,,USA,Donna,"Landed on my Milkweed plant I had just purchased at Wildseed Farms in Fredericksburg, TX"
AGXZ359,2022-09-26T00:00:00Z,Carlisle,PA,,USA,Owen,Driveway with damaged and scratched wings
AGY631,2022-10-22T00:00:00Z,Tipp City,OH,,USA,Jerry,Flower bed in front of business
AGYA983,2022-09-16T00:00:00Z,Ringgold,GA,,USA,Cornesha,The wing was clipped a little but he flew away.
AGYB567,2022-09-19T00:00:00Z,Sterling Heights,MI,,USA,JEFF,Feeding off my butterfly bush. Enjoying the warmth of the sun. Doing well! Enjoying the sunshine and nectar! on a butterfly bush
AGYB702,2022-09-03T00:00:00Z,Bellevue,IA,,USA,Maria,Bellevue State park butterfly garden.
AGYB702,2022-09-04T00:00:00Z,Bellevue,IA,,USA,Shawn,In a pollinator-friendly garden maintained in an Iowa State Park about a 1/2 mile from the Mississippi River.
AGYB922,2022-09-15T00:00:00Z,Kenosha,WI,,USA,Arian,"Backyard garden, on large sunflowers"
AGYC600,2022-10-05T00:00:00Z,Oklahoma City,OK,,USA,Jennie,"I found the monarch, with many others, at 12:10 p.m. in Will Rogers Park."
AGYC875,2022-10-10T00:00:00Z,Cypress,TX,,USA,Rachel,Found on our milkweed at night
AGYG255,2022-10-27T00:00:00Z,Hamilton,NJ,,USA,Pamela Jo,"It flew into my backyard, which is still filled with flowers and a butterfly bush that still has blooms on it. It landed on the butterfly bush. It first caught my attention because it was so small - and of course, because it appeared so late in October."
AGYG286,2022-11-12T00:00:00Z,New York,NY,,USA,Michael,On flowers on Governors Island.
AGYJ348,2022-10-12T00:00:00Z,Chesterfield,VA,,USA,Cheryl,It was feeding at a butterfly bush at a memory care residential facility
AGYJ708,2022-09-14T00:00:00Z,Chapel Hill,NC,,USA,Kathleen,In my front yard at the above address
AGYL818,2022-09-24T00:00:00Z,Lexington,KY,,USA,Janet,He/She was between Frankfort and Lexington KY in flowery area close to Versailles Rd
AGYL824,2022-09-24T00:00:00Z,Frankfort,KY,,USA,Andrew,"The Monarch was found on goldenrod at Wilson Nurseries in Frankfort, KY along side honeybees and another tagged Monarch that we failed to get the tag number. The Monarch appeared to be in good health collecting nectar."
AGYL940,2022-10-04T00:00:00Z,Louisville,KY,,USA,Claire,NA
AGYM004,2022-09-25T00:00:00Z,Bowling Green,KY,,USA,Heather,On native wildflowers in my horse pasture
AGYM863,2022-09-21T00:00:00Z,Cleveland,OH,,USA,Charles,I was taking pictures at Lower Shaker Lake. It was feeding at the small Heights Pathway pollinator Garden.
AGYN956,2022-09-30T00:00:00Z,Cedar Rapids,IA,,USA,Tyler,Noelridge Park Prairie
AGYP638,2022-09-19T00:00:00Z,Elmhurst,IL,,USA,Eva & Adam,Found and pictured flying around our driveway flowers and feeding well.
AGYR339,2022-10-04T00:00:00Z,Springdale,AR,,USA,Jeff,NA
AGYR422,2022-10-05T00:00:00Z,Yukon,OK,,USA,Voyle,All Monarchs were collected in my Milkweed flower beds.
AGYR663,2022-10-30T00:00:00Z,Austin,TX,,USA,Brooke,Zilker Botanical Gardens
AGYR674,2022-10-31T00:00:00Z,Austin,TX,,USA,Lorrie,This butterfly was spotted at the Zilker Park Botanical Gardens munching on flowers with a group of many other butterflies.
AGYR675,2022-11-06T00:00:00Z,Austin,TX,,USA,Jason,NA
AGYR678,2022-10-30T00:00:00Z,Austin,TX,,USA,Heather,NA
AGYR691,2022-10-30T00:00:00Z,Austin,TX,,USA,Heather,NA
AGYR691,2022-11-06T00:00:00Z,New Braunfels,TX,,USA,Kay,"Garden, on African blue basil"
AGYR706,2022-10-30T00:00:00Z,Austin,TX,,USA,Brooke,Zilker Botanical Gardnes
AGYR720,2022-10-30T00:00:00Z,Austin,TX,,USA,Brooke,I believe it is a male.
AGYR734,2022-10-30T00:00:00Z,Austin,TX,,USA,Tim,Being eaten at zilker botanical gardens by an orb weaver
AGYR739,2022-10-30T00:00:00Z,Austin,TX,,USA,Brooke,zilker botanical gardens
AGYR740,2022-10-30T00:00:00Z,Austin,TX,,USA,Brooke,Zilker Botanical Gardens
AGYRT27,2022-10-11T00:00:00Z,Bandera,TX,,USA,Hannah,NA
AGYS006,2022-09-24T00:00:00Z,Middletown,NY,,USA,William,"I saw it feeding on a goldenrod on one of the Middletown Reservoir Trails (MIddletown, NY)."
AGYS350,2022-09-18T00:00:00Z,Herndon,VA,,USA,Nicole,Beautiful
AGYS377,2022-09-25T00:00:00Z,Fairfax,VA,,USA,Hilary,There was a monarch way station just a few yards ahead of where I was when I came across her. She looked to be warming up before heading out in to the day.
AGYT266,2022-10-13T00:00:00Z,Dallas,TX,,USA,Lois,"After I caught it to tag, noticed the previous tag, and the tag fell off as I was going to sex it, seeing the tag shocked me and it got away, but the tag fell off."
AGYU843,2022-10-09T00:00:00Z,Point Clear,AL,,USA,Brandy,The Grand Hotel- On Foliage around a pond
AGYU857,2022-10-17T00:00:00Z,Fairhope,AL,,USA,Emily,NA
AGYU857,2022-10-17T00:00:00Z,Point Clear,AL,,USA,Allison,Resting on lemon bottle brush flower
AGYX317,2022-09-28T00:00:00Z,Stillwater,OK,,USA,Anna,Feeding on a bush on campus
AGYY390,2022-10-21T00:00:00Z,San Antonio,TX,,USA,Diana,NA
AGYY493,2022-11-01T00:00:00Z,San Antonio,TX,,USA,MICHELLE,NA
AGYZ083,2022-09-30T00:00:00Z,Barnegat,NJ,,USA,Nicholas,Found in a garden bed
AGYZ204,2022-10-03T00:00:00Z,Knoxville,TN,,USA,JESSICA,Found tagged wing in grass.
AGZA111,2022-09-18T00:00:00Z,Oak Island,NC,,USA,Karen,NA
AGZA147,2022-09-20T00:00:00Z,Chesapeake,VA,,USA,Dana,"It was found on the ground in the grass in my back yard, deceased. In good condition. I thought it was fake at first because of the sticker."
AGZA219,2022-10-01T00:00:00Z,chesapeake,VA,,USA,Joy,"I have pics. Monarch was on coneflowers at Lowe,s. Watched it flutter to all the different flowers. I think he thought I was stalking him! I was!"
AGZB351,2022-09-24T00:00:00Z,New bern,NC,,USA,Carolyn,Front of house. Dead on the sidewalk
AGZB416,2022-11-03T00:00:00Z,ORMOND BEACH,FL,,USA,JOSEPH,NA
AGZB642,2022-11-03T00:00:00Z,Asheville,NC,,USA,Maci,NA
AGZB959,2022-11-14T00:00:00Z,Port Richey,FL,,USA,Lisa,Found resting and laying eggs on my milkweed plants
AGZB979,2022-11-22T00:00:00Z,New Port Richey,FL,,USA,Cynthia,NA
AGZC457,2022-10-13T00:00:00Z,North Ridgeville,OH,,USA,Rob,Students found him in our wildflower pasture!
AGZE080,2022-09-15T00:00:00Z,Glenwood,MN,,USA,Anthony,NA
AGZE180,2022-09-09T00:00:00Z,Hoffman Estates,IL,,USA,SUE,NA
AGZG497,2022-09-25T00:00:00Z,Clayton,NJ,,USA,Haileigh,"I found her in our front yard, her one front arm was broken off but everything else was intact and she could still move her wings."
AGZG605,2022-09-29T00:00:00Z,Brooklyn,NY,,USA,Edwin,Found in my backyard garden amid a tangle of trees and plants.
AGZH035,2022-09-20T00:00:00Z,Adamsville,PA,,USA,Erin,NA
AGZH288,2022-10-06T00:00:00Z,Ellicott city,MD,,USA,Graeme,On butterfly bush
AGZJ254,2022-10-29T00:00:00Z,Crawfordville,FL,,USA,Andy,NA
AGZJ466,2022-10-23T00:00:00Z,st marks,FL,,USA,jonah,St marks wildlife refuge
AGZL305,2022-10-28T00:00:00Z,Versailles,KY,,USA,Chastin,on my front porch
AGZL333,2022-10-23T00:00:00Z,NORWOOD,OH,,USA,TIM,NA
AGZL781,2022-09-25T00:00:00Z,Iowa City,IA,,USA,Scott,Found deceased on our back patio
AGZL806,2022-09-27T00:00:00Z,IOWA CITY,IA,,USA,patti,ON MY DRIVEWAY
AGZP082,2022-12-07T00:00:00Z,South Padre Island,TX,,USA,Karl,wing damage and worn. found outside the South Padre Island Nature Center.
AGZP358,2022-11-11T00:00:00Z,Edinburg,TX,,USA,ken,Nectaring on my backyard Duranta plants and milkweed.
AGZP530,2022-10-12T00:00:00Z,Westport,MA,,USA,Jim,Members of our birding group photographed the butterfly while it was alighting on a fence near the parking lot at Gooseberry Neck (a well known butterfly watching location here in Massachusetts).
AGZR503,2022-09-25T00:00:00Z,Wantage,NJ,,USA,Desiree,Found on Cedar Swamp trail High Point State Park
AGZS824,2022-10-09T00:00:00Z,Rock island,IL,,USA,Marisa,Found at Long View Park
AGZU550,2022-10-06T00:00:00Z,South Deerfield,MA,,USA,Fred,In a farm field sunning herself
AGZU550,2022-10-06T00:00:00Z,Deerfield,MA,,USA,NA,NA
AGZU762,2022-10-11T00:00:00Z,Shillington,PA,,USA,Jacquie,"found in flower bed leaves, folded in half"
AGZU779,2022-10-12T00:00:00Z,Shillington,PA,,USA,Wendy,Found in my garden 24+ hours after release
AGZW106,2022-09-17T00:00:00Z,Norwood,MA,,USA,James,It was in a butterfly bush in my yard
AGZW110,2022-09-19T00:00:00Z,Johnston,RI,,USA,David,NA
AGZW191,2022-09-26T00:00:00Z,Weymouth,MA,,USA,Jennifer,"Looking healthy, wings intact and strong, on a butterfly bush in my backyard (I know, bad plant to have but I have lots of milkweed and native plants to offer - heading for that 70% native plants backyard environment )"
AGZW208,2022-09-27T00:00:00Z,Hingham,MA,,USA,Christina,NA
AGZW269,2022-10-10T00:00:00Z,cape may,NJ,,USA,Andi,I found it at my uncle’s house Mccllum Ave infront of his house in cape may
AGZY508,2022-10-23T00:00:00Z,Jeffersonville,IN,,USA,Craig,Found moving between butterfly bushes in front of our house.
AGZY942,2022-09-17T00:00:00Z,Cleveland,OH,,USA,Sai,Found in Wendy park on lake Erie shore
AHAA563,2022-10-02T00:00:00Z,Saint Joseph,MO,,USA,David,I took my granddaughters to the John Rushin Teaching and Research Prairie on the campus of Missouri Western State University. We saw the marked specimen on a New England Aster. MWSU students in The Wildlife Society had conducted a tagging workshop at the prairie the day before.
AHAC321,2022-09-20T00:00:00Z,Cleveland,OH,,USA,Jeffrey,NA
AHAC468,2022-09-17T00:00:00Z,Redford,MI,,USA,Jules,NA
AHAE057,2022-09-18T00:00:00Z,Omaha,NE,,USA,Barb,NA
AHAE059,2022-09-16T00:00:00Z,OMAHA,NE,,USA,Rodney,Heron Haven Omaha NE I did't notice the tag until after I took the photo and zoomed in.
AHAE155,2022-11-14T00:00:00Z,Norman,OK,,USA,Eden,NA
AHAE189,2022-10-25T00:00:00Z,Del Rio,TX,,USA,Maribel,On my plants
AHAE237,2022-10-02T00:00:00Z,Oklahoma City,OK,,USA,Jeff,Will Rogers Park in the Mexican sage flowers
AHAE278,2022-10-01T00:00:00Z,Oklahoma City,OK,,USA,Collin,Feeding in a city park with lots of other monarchs.
AHAE318,2022-10-03T00:00:00Z,Bethany,OK,,USA,Ron,NA
AHAE455,2022-10-11T00:00:00Z,Dallas,TX,,USA,Claire,The monarch was found in my backyard snacking on abelia.
AHAE565,2022-11-06T00:00:00Z,Killeen,TX,,USA,Paul,He was with 2 other monarchs without tags. I saw him feeding from the flower garden in back yard. They were there for quite a while.
AHAE565,2022-11-12T00:00:00Z,Killeen,TX,,USA,Luz,NA
AHAE632,2022-10-27T00:00:00Z,Kerrville,TX,,USA,N,"She was a happy, healthy monarch pollinating a flower bush."
AHAG036,2022-09-30T00:00:00Z,Grand Rapids,MI,,USA,Erin,NA
AHAG065,2022-09-25T00:00:00Z,Grand Rapids,MI,,USA,Robert,"John Ball zoo, his statue."
AHAJ424,2022-10-25T00:00:00Z,Austin,TX,,USA,Kristin,NA
AHAM703,2022-10-29T00:00:00Z,Cape May,NJ,,USA,Jessica,In a tree on Harvard Ave
AHAM900,2022-10-10T00:00:00Z,Pittsburgh,PA,,USA,Eric,Dead on side of road.
AHAN245,2022-10-14T00:00:00Z,Washington,DC,,USA,Ryan,Feeding on our backyard butterfly bush
AHAN934,2022-10-26T00:00:00Z,Asheville,NC,,USA,Ana,NA
AHAN945,2022-11-08T00:00:00Z,Shalimar,FL,,USA,yente,"found him feeding on milkweed in full bloom ! Very healthy large male, i thought it was one i let go a few days ago without a tag!"
AHAP183,2022-10-16T00:00:00Z,Sanford,FL,,USA,Andrew,Laying eggs and on Scarlet Milkweed in my back yard.
AHAP192,2022-10-24T00:00:00Z,Sanford,FL,,USA,NA,Neighborhood playground
AHAP206,2022-12-10T00:00:00Z,SANFORD,FL,,USA,RON,Found in my front garden where I have several milkweed plants and nectar plants. It appears to have been dead for some time. Might be a victim of the mosquito spraying that the county did after Hurricanes Ian and Nicole.
AHAT376,2022-10-25T00:00:00Z,ATLANTA,GA,,USA,SARAH,I found this tag in my backyard. It’s one that I tagged a few weeks ago in my front yard. It’s just the tag and no butterfly.
AHAT877,2022-12-05T00:00:00Z,Missouri city,TX,,USA,Karen,Found eating milk weed flowers
AHAU800,2022-10-11T00:00:00Z,Granbury,TX,,USA,Brenden,Found in Acton Nature Center Butterfly Garden
AHAU800,2022-10-15T00:00:00Z,Acton,TX,,USA,Joe,Acton Nature Center butterfly garden
AHAW001,2022-10-03T00:00:00Z,San Antonio,TX,,USA,Matthew,NA
AHAZ801,2022-10-23T00:00:00Z,BEE CAVE,TX,,USA,SCOTT,same location as I tagged it at yesterday.
AHBA936,2022-10-17T00:00:00Z,Wichita,KS,,USA,Kim,NA
AHBA940,2022-10-29T00:00:00Z,Wichita,KS,,USA,Megan,We saw it at Botanica.
AHBB698,2022-10-27T00:00:00Z,Boerne,TX,,USA,Mark,Alive feeding on Salvia.
AHBC819,2022-12-06T00:00:00Z,Klein,TX,,USA,Trish,"It was in our backyard, laying eggs in our butterfly bush"
AHBC854,2022-10-29T00:00:00Z,Cypress,TX,,USA,Dana,The monarch was found in mulch moving but it could not fly and seemed sick or dying.
GXX638,2022-10-02T00:00:00Z,Tulsa,OK,,USA,Montez,Beautiful fresh looking monarch. Nectaring on aster
UMT629,2022-09-01T00:00:00Z,Raleigh,NC,,USA,Jeff,"Butterfly garden, NCSM Prairie Ridge Ecostation, 1671 Gold Star Drive, Raleigh, NC 27607. Mating with male."
WBT932,2022-09-10T00:00:00Z,Hagerstown,MD,,USA,Lukas,"The butterfly had a damaged wing, I placed it by the butterfly feeder in my garden. It seemed tired."
YUB708,2022-09-03T00:00:00Z,Toronto,ON,,CAN,Erin,Nectaring on some butterfly bush
